rank,family_scientific,family_common,genus_scientific,genus_common,genushybrid_scientific,genushybrid_common,section_scientific,section_common,species_scientific,species_common,hybrid_scientific,hybrid_common,subspecies_hybrid_scientific,subspecies_hybrid_common,subspecies_scientific,subspecies_common,group_scientific,group_common,variety_scientific,variety_common,form_scientific,form_common,scientific_synonyms_sbm,slovak_synonyms_sbm,is_taxon_questionable
species,Sapindaceae,,,,,,,,Acer saccharinum,javor striebristý,,,,,,,,,,,,,"['Acer dasycarpum ', 'Acer saccharophorum']",[],False
species,Sapindaceae,,,,,,,,Acer saccharum,javor cukrodarný,,,,,,,,,,,,,['Acer saccharophorum'],[],False
species,Sapindaceae,,,,,,,,Acer sempervirens,javor vždyzelený,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer shirasawanum,javor Širasawov,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer sieboldianum,javor Sieboldov,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer sinense,javor čínsky,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer spicatum,javor klasnatý,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer stachyophyllum,javor brezolistý,,,,,,,,,,,,,[],[],False
subspecies,Sapindaceae,,,,,,,,,,,,,,Acer stachyophyllum stachyophyllum,javor brezolistý pravý,,,,,,,[],[],False
subspecies,Sapindaceae,,,,,,,,,,,,,,Acer stachyophyllum betulifolium,javor brezolistý výbežkatý,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer tataricum,javor tatársky,,,,,,,,,,,,,[],[],False
subspecies,Sapindaceae,,,,,,,,,,,,,,Acer tataricum tataricum,javor tatársky pravý,,,,,,,[],[],False
subspecies,Sapindaceae,,,,,,,,,,,,,,Acer tataricum ginnala,javor tatársky ohnivý,,,,,,,['Acer ginnala'],[],False
subspecies,Sapindaceae,,,,,,,,,,,,,,Acer tataricum semenovii,javor tatársky Semenovov,,,,,,,['Acer semenovii'],[],False
species,Sapindaceae,,,,,,,,Acer tegmentosum,javor šupinatý,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer trautvetteri,javor Trautvetterov,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer triflorum,javor trojkvetý,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer truncatum,javor uťatý,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer tschonoskii,javor Čónosukeho,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer ukurunduense,javor ukurunruský,,,,,,,,,,,,,[],[],False
species,Sapindaceae,,,,,,,,Acer velutinum,javor zamatový,,,,,,,,,,,,,[],[],False
hybrid,Sapindaceae,,,,,,,,,,Acer × freemanii,javor Freemanov,,,,,,,,,,,[],[],False
hybrid,Sapindaceae,,,,,,,,,,Acer × zoeschense,javor zöschenský,,,,,,,,,,,['Acer ×neglectum '],[],False
genus,Elaeocarpaceae,,Aceratium,acerát,,,,,,,,,,,,,,,,,,,[],[],False
species,Elaeocarpaceae,,,,,,,,Aceratium oppositifolium,acerát protistojnolistý,,,,,,,,,,,,,[],[],False
genus,Cactaceae,,Acharagma,acharagma,,,,,,,,,,,,,,,,,,,[],[],False
species,Cactaceae,,,,,,,,Acharagma roseanum,acharagma Roseova,,,,,,,,,,,,,[],[],False
genus,Achariaceae,,Acharia,achária,,,,,,,,,,,,,,,,,,,[],[],False
species,Achariaceae,,,,,,,,Acharia tragodes,achária capia,,,,,,,,,,,,,[],[],False
genus,Achatocarpaceae,,Achatocarpus,achátovník,,,,,,,,,,,,,,,,,,,[],[],False
species,Achatocarpaceae,,,,,,,,Achatocarpus gracilis,achátovník štíhly,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Achillea,rebríček,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea ageratifolia,rebríček balkánsky,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea ageratum,rebríček lekársky,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea aspleniifolia,rebríček slezinníkolistý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea atrata,rebríček černastý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea chrysocoma,rebríček zlatý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea clavennae,rebríček Clavenov,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea clusiana,rebríček Clusiov,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea clypeolata,rebríček zlatokvetý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea collina,rebríček kopcový,,,,,,,,,,,,,['Achillea millefolium subsp. collina'],[],False
species,Asteraceae,,,,,,,,Achillea cretica,rebríček krétsky,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea crithmifolia,rebríček jemnolistý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea distans,rebríček oddialený,,,,,,,,,,,,,"['Achillea tanacetifolia subsp. distans', 'Achillea tanacetifolia', 'Achillea tanacetifolia subsp. eutanacetifolia', 'Achillea carpatica', 'Achillea distans subsp. stricta', 'Achillea stricta', 'Achillea tanacetifolia subsp. stricta', 'Achillea distans subsp. alpina']",[],False
species,Asteraceae,,,,,,,,Achillea erba-rotta,rebríček trpasličí,,,,,,,,,,,,,[],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Achillea erba-rotta moschata,rebríček trpasličí pižmový,,,,,,,['Achillea moschata'],[],False
species,Asteraceae,,,,,,,,Achillea filipendulina,rebríček túžobníkovitý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea fragrantissima,rebríček najvoňavejší,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea grandifolia,rebríček veľkolistý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea lingulata,rebríček jazykovitý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea macrophylla,rebríček širokolistý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea maritima,rebríček prímorský,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea millefolium,rebríček obyčajný,,,,,,,,,,,,,[],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Achillea millefolium millefolium,rebríček obyčajný pravý,,,,,,,['Achillea millefolium subsp. eumillefolium'],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Achillea millefolium sudetica,rebríček obyčajný alpínsky,,,,,,,"['Achillea millefolium subsp. alpestris', 'Achillea sudetica']",[],False
species,Asteraceae,,,,,,,,Achillea nobilis,rebríček vznešený,,,,,,,,,,,,,"['Achillea neilreichii', 'Achillea nobilis subsp. neilreichii']",[],False
species,Asteraceae,,,,,,,,Achillea ochroleuca,rebríček hrebenitý,,,,,,,,,,,,,"['Achillea kitaibeliana', 'Achillea pectinata']",[],False
species,Asteraceae,,,,,,,,Achillea odorata,rebríček voňavý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea oxyloba,rebríček ostroúkrojkový,,,,,,,,,,,,,['Anthemis alpina'],[],False
subspecies,Asteraceae,,,,,,,,,,,,,,Achillea oxyloba schurii,rebríček ostroúkrojkový Schurov,,,,,,,['Achillea schurii'],[],False
species,Asteraceae,,,,,,,,Achillea pannonica,rebríček panónsky,,,,,,,,,,,,,"['Achillea millefolium subsp. pannonica', 'Achillea millefolium subsp. eupannonica']",[],False
species,Asteraceae,,,,,,,,Achillea pratensis,rebríček lúčny,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea pseudopectinata,rebríček ilýrsky,,,,,,,,,,,,,['Achillea depressa'],[],False
species,Asteraceae,,,,,,,,Achillea ptarmica,rebríček bertramový,,,,,,,,,,,,,"['Achillea ptarmica subsp. ptarmica', 'Achillea ptarmica subsp. euptarmica']",[],False
species,Asteraceae,,,,,,,,Achillea salicifolia,rebríček vŕbolistý,,,,,,,,,,,,,['Achillea cartilaginea'],[],False
species,Asteraceae,,,,,,,,Achillea setacea,rebríček štetinatý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea taygetea,rebríček taygetoský,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea thracica,rebríček trácky,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea tomentosa,rebríček plstnatý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea umbellata,rebríček bieloplstnatý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achillea virescens,rebríček zelenkastý,,,,,,,,,,,,,[],[],False
hybrid,Asteraceae,,,,,,,,,,Achillea × kellereri,rebríček Kellererov,,,,,,,,,,,[],[],False
genus,Gesneriaceae,,Achimenes,achiména,,,,,,,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Achimenes erecta,achiména šarlátová,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Achimenes flava,achiména žltá,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Achimenes grandiflora,achiména veľkokvetá,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Achimenes heterophylla,achiména rôznolistá,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Achimenes longiflora,achiména dlhokvetá,,,,,,,,,,,,,[],[],False
species,Gesneriaceae,,,,,,,,Achimenes misera,achiména biedna,,,,,,,,,,,,,[],[],False
hybrid,Gesneriaceae,,,,,,,,,,Achimenes × hybrida,achiména hybridná,,,,,,,,,,,[],[],False
genus,Berberidaceae,,Achlys,srnovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Berberidaceae,,,,,,,,Achlys triphylla,srnovec trojlístkový,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Achnatherum,chĺpkavec,,,,,,,,,,,,,,,,,,,['Lasiagrostis'],[],False
species,Poaceae,,,,,,,,Achnatherum bromoides,chĺpkavec stoklasovitý,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Achnatherum calamagrostis,chĺpkavec smlzovitý,,,,,,,,,,,,,['Lasiagrostis calamagrostis'],[],False
species,Poaceae,,,,,,,,Achnatherum paradoxum,chĺpkavec podivný,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Achnatherum virescens,chĺpkavec zelenkastý,,,,,,,,,,,,,"['Oryzopsis virescens', 'Piptatherum virescens']",[],False
genus,Amaranthaceae,,Achyranthes,achyrant,,,,,,,,,,,,,,,,,,,[],[],False
species,Amaranthaceae,,,,,,,,Achyranthes aspera,achyrant drsný,,,,,,,,,,,,,[],[],False
species,Amaranthaceae,,,,,,,,Achyranthes bidentata,achyrant dvojzubý,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Achyrocline,plesnica,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Achyrocline flaccida,plesnica chabá,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Aciachne,vankúšovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Aciachne pulvinata,vankúšovka bochníkovitá,,,,,,,,,,,,,[],[],False
genus,Calyceraceae,,Acicarpha,acikarfa,,,,,,,,,,,,,,,,,,,[],[],False
species,Calyceraceae,,,,,,,,Acicarpha bonariensis,acikarfa buenosaireská,,,,,,,,,,,,,[],[],False
genus,Poaceae,,Acidosasa,bambuštek,,,,,,,,,,,,,,,,,,,[],[],False
species,Poaceae,,,,,,,,Acidosasa guangxiensis,bambuštek kuangsijský,,,,,,,,,,,,,[],[],False
genus,Orchidaceae,,Acineta,acineta,,,,,,,,,,,,,,,,,,,[],[],False
species,Orchidaceae,,,,,,,,Acineta alticola,acineta horská,,,,,,,,,,,,,[],[],False
genus,Chrysobalanaceae,,Acioa,gaštanovka,,,,,,,,,,,,,,,,,,,[],[],False
species,Chrysobalanaceae,,,,,,,,Acioa edulis,gaštanovka jedlá,,,,,,,,,,,,,[],[],False
genus,Apiaceae,,Aciphylla,trávolístok,,,,,,,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Aciphylla aurea,trávolístok zlatý,,,,,,,,,,,,,[],[],False
genus,Amaryllidaceae,,Acis,bleduľka,,,,,,,,,,,,,,,,,,,[],[],False
species,Amaryllidaceae,,,,,,,,Acis autumnalis,bleduľka jesenná,,,,,,,,,,,,,['Leucojum autumnale'],[],False
species,Amaryllidaceae,,,,,,,,Acis nicaeensis,bleduľka niceská,,,,,,,,,,,,,['Leucojum nicaeense'],[],False
species,Amaryllidaceae,,,,,,,,Acis rosea,bleduľka ružová,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Acmella,škvrnivec,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Acmella decumbens,škvrnivec poliehavý,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Acmella oleracea,škvrnivec zelinový,,,,,,,,,,,,,['Spilanthes oleracea'],[],False
species,Asteraceae,,,,,,,,Acmella paniculata,škvrnivec metlinatý,,,,,,,,,,,,,['Spilanthes paniculata'],[],False
genus,Podocarpaceae,,Acmopyle,akmopyla,,,,,,,,,,,,,,,,,,,[],[],False
species,Podocarpaceae,,,,,,,,Acmopyle pancheri,akmopyla Pancherova,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Acoelorraphe,paurota,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Acoelorraphe wrightii,paurota Wrightova,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Acokanthera,akokantera,,,,,,,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Acokanthera schimperi,akokantera Schimperova,,,,,,,,,,,,,[],[],False
genus,Ranunculaceae,,Aconitum,prilbica,,,,,,,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum anthora,prilbica liečivá,,,,,,,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum anthora anthora,prilbica liečivá pravá,,,,,,,"['Aconitum anthora subsp. euanthora', 'Aconitum anthora subsp. jacquinii']",[],False
species,Ranunculaceae,,,,,,,,Aconitum bucovinense,prilbica bukovinská,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum carmichaelii,prilbica blankytná,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum chasmanthum,prilbica himalájska,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum corsicum,prilbica korzická,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum degenii,prilbica Degenova,,,,,,,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum degenii degenii,prilbica Degenova pravá,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum degenii paniculatum,prilbica Degenova metlinatá,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum ferox,prilbica hrozivá,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum firmum,prilbica tuhá,,,,,,,,,,,,,"['Aconitum napellus subsp. firmum', 'Aconitum tatrae']",[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum firmum firmum,prilbica tuhá pravá,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum firmum maninense,prilbica tuhá manínska,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum firmum moravicum,prilbica tuhá moravská,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum fischeri,prilbica Fischerova,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum hemsleyanum,prilbica Hemsleyho,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum jaluense,prilbica jaluťianska,,,,,,,,,,,,,['Aconitum seoulense'],[],False
species,Ranunculaceae,,,,,,,,Aconitum lasiocarpum,prilbica chlpatoplodá,,,,,,,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum lasiocarpum lasiocarpum,prilbica chlpatoplodá pravá,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum lasiocarpum kotulae,prilbica chlpatoplodá Kotulova,,,,,,,['Aconitum variegatum subsp. kotulae'],[],False
species,Ranunculaceae,,,,,,,,Aconitum lycoctonum,prilbica žltá,,,,,,,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum lycoctonum lycoctonum,prilbica žltá pravá,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum lycoctonum vulparia,prilbica žltá líščia,,,,,,,"['Aconitum vulparia', 'Aconitum vulparia subsp. vulparia', 'Aconitum lycoctonum subsp. puberulum', 'Aconitum puberulum', 'Aconitum lycoctonum subsp. penninum', 'Aconitum vulparia subsp. penninum']",[],False
species,Ranunculaceae,,,,,,,,Aconitum moldavicum,prilbica moldavská,,,,,,,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum moldavicum moldavicum,prilbica moldavská pravá,,,,,,,['Aconitum moldavicum subsp. carpathicum'],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum moldavicum hosteanum,prilbica moldavská Hostova,,,,,,,['Aconitum hosteanum'],[],False
species,Ranunculaceae,,,,,,,,Aconitum napellus,prilbica modrá,,,,,,,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum napellus napellus,prilbica modrá pravá,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum napellus lusitanicum,prilbica modrá portugalská,,,,,,,"['Aconitum napellus subsp. linnaeanum', 'Aconitum napellus subsp. neomontanum']",[],False
species,Ranunculaceae,,,,,,,,Aconitum plicatum,prilbica otvorená,,,,,,,,,,,,,"['Aconitum callibotryon', 'Aconitum callibotryon subsp. hians', 'Aconitum napellus subsp. hians']",[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum plicatum plicatum,prilbica otvorená pravá,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum plicatum sudeticum,prilbica otvorená sudetská,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum tauricum,prilbica taurská,,,,,,,,,,,,,['Aconitum napellus subsp. tauricum'],[],False
species,Ranunculaceae,,,,,,,,Aconitum toxicum,prilbica jedovatá,,,,,,,,,,,,,[],[],False
species,Ranunculaceae,,,,,,,,Aconitum variegatum,prilbica pestrá,,,,,,,,,,,,,[],[],False
subspecies,Ranunculaceae,,,,,,,,,,,,,,Aconitum variegatum variegatum,prilbica pestrá pravá,,,,,,,"['Aconitum variegatum subsp. euvariegatum', 'Aconitum variegatum var. variegatum', 'Aconitum variegatum subsp. dominii', 'Aconitum dominii', 'Aconitum variegatum subsp. gracile', 'Aconitum variegatum var. gracile', 'Aconitum gracile', 'Aconitum variegatum var. macranthum', 'Aconitum variegatum var. rostratum']",[],False
species,Ranunculaceae,,,,,,,,Aconitum volubile,prilbica ovíjavá,,,,,,,,,,,,,[],[],False
hybrid,Ranunculaceae,,,,,,,,,,Aconitum × cammarum,prilbica záhradná,,,,,,,,,,,"['Aconitum ×bicolor', 'Aconitum ×paniculatum', 'Aconitum ×stoerckianum']",[],False
genus,Acoraceae,,Acorus,puškvorec,,,,,,,,,,,,,,,,,,,[],[],False
species,Acoraceae,,,,,,,,Acorus calamus,puškvorec obyčajný,,,,,,,,,,,,,[],[],False
species,Acoraceae,,,,,,,,Acorus gramineus,puškvorec trávovitý,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Acosmium,akozmium,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Acosmium lentiscifolium,akozmium lentiškolisté,,,,,,,,,,,,,[],[],False
genus,Asteraceae,,Acourtia,akurcia,,,,,,,,,,,,,,,,,,,[],[],False
species,Asteraceae,,,,,,,,Acourtia cordata,akurcia srdcovitá,,,,,,,,,,,,,[],[],False
genus,Malpighiaceae,,Acridocarpus,moľovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Malpighiaceae,,,,,,,,Acridocarpus excelsus,moľovec statný,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Acrocomia,akrokómia,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Acrocomia aculeata,akrokómia končistá,,,,,,,,,,,,,[],[],False
genus,Rutaceae,,Acronychia,osikovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Rutaceae,,,,,,,,Acronychia pedunculata,osikovec stopkatý,,,,,,,,,,,,,[],[],False
genus,Pteridaceae,,Acrostichum,kožatka,,,,,,,,,,,,,,,,,,,[],[],False
species,Pteridaceae,,,,,,,,Acrostichum aureum,kožatka zlatá,,,,,,,,,,,,,[],[],False
genus,Lamiaceae,,Acrotome,akrotoma,,,,,,,,,,,,,,,,,,,[],[],False
species,Lamiaceae,,,,,,,,Acrotome inflata,akrotoma nafúknutá,,,,,,,,,,,,,[],[],False
genus,Ericaceae,,Acrotriche,vresík,,,,,,,,,,,,,,,,,,,[],[],False
species,Ericaceae,,,,,,,,Acrotriche aggregata,vresík zoskupený,,,,,,,,,,,,,[],[],False
genus,Lamiaceae,,Acrymia,akrýmia,,,,,,,,,,,,,,,,,,,[],[],False
species,Lamiaceae,,,,,,,,Acrymia ajugiflora,akrýmia zbehovcolistá,,,,,,,,,,,,,[],[],False
genus,Ranunculaceae,,Actaea,"samorastlík, ploštičník",,,,,,,,,,,,,,,,,,,['Cimicifuga'],['ploštičník'],False
species,Ranunculaceae,,,,,,,,Actaea cimicifuga,ploštičník smradľavý,,,,,,,,,,,,,['Cimicifuga foetida'],[],False
species,Ranunculaceae,,,,,,,,Actaea dahurica,ploštičník daurijský,,,,,,,,,,,,,['Cimicifuga dahurica'],[],False
species,Ranunculaceae,,,,,,,,Actaea europaea,ploštičník európsky,,,,,,,,,,,,,['Cimicifuga europaea'],[],False
species,Ranunculaceae,,,,,,,,Actaea japonica,ploštičník japonský,,,,,,,,,,,,,['Cimicifuga japonica'],[],False
species,Ranunculaceae,,,,,,,,Actaea podocarpa,ploštičník americký,,,,,,,,,,,,,"['Cimicifuga americana', 'Cimicifuga cordifolia']",[],False
species,Ranunculaceae,,,,,,,,Actaea racemosa,ploštičník strapcovitý,,,,,,,,,,,,,['Cimicifuga racemosa'],[],False
species,Ranunculaceae,,,,,,,,Actaea rubra,samorastlík červený,,,,,,,,,,,,,['Actaea alba'],[],False
species,Ranunculaceae,,,,,,,,Actaea spicata,samorastlík klasnatý,,,,,,,,,,,,,[],[],False
genus,Phyllanthaceae,,Actephila,brehomilka,,,,,,,,,,,,,,,,,,,[],[],False
species,Phyllanthaceae,,,,,,,,Actephila excelsa,brehomilka statná,,,,,,,,,,,,,[],[],False
genus,Actinidiaceae,,Actinidia,aktinídia,,,,,,,,,,,,,,,,,,,[],[],False
species,Actinidiaceae,,,,,,,,Actinidia arguta,aktinídia význačná,,,,,,,,,,,,,[],[],False
species,Actinidiaceae,,,,,,,,Actinidia chinensis,aktinídia čínska,,,,,,,,,,,,,[],[],False
variety,Actinidiaceae,,,,,,,,,,,,,,,,,,Actinidia chinensis deliciosa,aktinídia čínska lahodná,,,['Actinidia deliciosa'],[],False
species,Actinidiaceae,,,,,,,,Actinidia kolomikta,aktinídia pestrolistá,,,,,,,,,,,,,[],[],False
species,Actinidiaceae,,,,,,,,Actinidia melanandra,aktinídia čiernotyčinková,,,,,,,,,,,,,[],[],False
species,Actinidiaceae,,,,,,,,Actinidia polygama,aktinídia mnohodomá,,,,,,,,,,,,,[],[],False
species,Actinidiaceae,,,,,,,,Actinidia rubricaulis,aktinídia červenostonková,,,,,,,,,,,,,[],[],False
genus,Arecaceae,,Actinorhytis,kalapa,,,,,,,,,,,,,,,,,,,[],[],False
species,Arecaceae,,,,,,,,Actinorhytis calapparia,kalapa kokosovitá,,,,,,,,,,,,,[],[],False
genus,Apiaceae,,Actinotus,lúčovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Apiaceae,,,,,,,,Actinotus helianthi,lúčovec flanelový,,,,,,,,,,,,,[],[],False
genus,Malvaceae,,Adansonia,baobab,,,,,,,,,,,,,,,,,,,[],[],False
species,Malvaceae,,,,,,,,Adansonia digitata,baobab prstovitý,,,,,,,,,,,,,[],[],False
species,Malvaceae,,,,,,,,Adansonia grandidieri,baobab Grandidierov,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Adelia,adélia,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Adelia barbinervis,adélia bradatožilová,,,,,,,,,,,,,[],[],False
genus,Araceae,,Adelonema,mesačník,,,,,,,,,,,,,,,,,,,[],[],False
species,Araceae,,,,,,,,Adelonema wallisii,mesačník Wallisov,,,,,,,,,,,,,['Homalomena wallisii'],[],False
genus,Rutaceae,,Adenandra,adenandra,,,,,,,,,,,,,,,,,,,[],[],False
species,Rutaceae,,,,,,,,Adenandra fragrans,adenandra voňavá,,,,,,,,,,,,,[],[],False
genus,Fabaceae,,Adenanthera,korálkovec,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Adenanthera microsperma,korálkovec drobnosemenný,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Adenanthera pavonina,korálkovec páví,,,,,,,,,,,,,[],[],False
genus,Proteaceae,,Adenanthos,adenant,,,,,,,,,,,,,,,,,,,[],[],False
species,Protaeceae,,,,,,,,Adenanthos barbiger,adenant briadkatý,,,,,,,,,,,,,[],[],False
genus,Passifloraceae,,Adenia,žľaznatka,,,,,,,,,,,,,,,,,,,[],[],False
species,Passifloraceae,,,,,,,,Adenia glauca,žľaznatka sivá,,,,,,,,,,,,,[],[],False
species,Passifloraceae,,,,,,,,Adenia pechuelii,žľaznatka slonia,,,,,,,,,,,,,[],[],False
species,Passifloraceae,,,,,,,,Adenia spinosa,žľaznatka tŕnitá,,,,,,,,,,,,,[],[],False
genus,Apocynaceae,,Adenium,adénium,,,,,,,,,,,,,,,,,,,[],[],False
species,Apocynaceae,,,,,,,,Adenium obesum,adénium hrubé,,,,,,,,,,,,,[],[],False
genus,Bignoniaceae,,Adenocalymma,trubačka,,,,,,,,,,,,,,,,,,,[],[],False
species,Bignoniaceae,,,,,,,,Adenocalymma acutissimum,trubačka ostrokončistá,,,,,,,,,,,,,['Adenocalymma comosum'],[],False
genus,Fabaceae,,Adenocarpus,adenokarp,,,,,,,,,,,,,,,,,,,[],[],False
species,Fabaceae,,,,,,,,Adenocarpus telonensis,adenokarp toulonský,,,,,,,,,,,,,[],[],False
genus,Euphorbiaceae,,Adenocline,adenoklina,,,,,,,,,,,,,,,,,,,[],[],False
species,Euphorbiaceae,,,,,,,,Adenocline pauciflora,adenoklina málokvetá,,,,,,,,,,,,,[],[],False
genus,Molluginaceae,,Adenogramma,adenograma,,,,,,,,,,,,,,,,,,,[],[],False
species,Molluginaceae,,,,,,,,Adenogramma natans,adenograma splývajúca,,,,,,,,,,,,,[],[],False
genus,Campanulaceae,,Adenophora,zvonovec,,,,,,,,,,,,,,,,,,,[],[],False
