rank,order_scientific,order_common,family_scientific,family_common,subfamily_scientific,subfamily_common,genus_scientific,genus_common,species_scientific,species_common
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Bolemoreus,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Bolemoreus,medárik,Bolemoreus frenatus,medárik uzdičkový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Bolemoreus,medárik,Bolemoreus hindwoodi,medárik okuliarnatý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gavicalis,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gavicalis,medárik,Gavicalis versicolor,medárik pestrý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gavicalis,medárik,Gavicalis virescens,medárik spevavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gavicalis,medárik,Gavicalis fasciogularis,medárik mangrovový
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Ptilotula,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Ptilotula,medárik,Ptilotula penicillata,medárik žltolíci
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Ptilotula,medárik,Ptilotula ornata,medárik čiarkový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Ptilotula,medárik,Ptilotula keartlandi,medárik sivohlavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Ptilotula,medárik,Ptilotula plumula,medárik sivočelý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Ptilotula,medárik,Ptilotula flavescens,medárik žltkastý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Ptilotula,medárik,Ptilotula fusca,medárik sivý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Caligavis,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Caligavis,medárik,Caligavis chrysops,medárik topásový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Caligavis,medárik,Caligavis obscura,medárik škvrnolíci
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Caligavis,medárik,Caligavis subfrenata,medárik tmavohrdlý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Purnella,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Purnella,medárik,Purnella albifrons,medárik bieločelý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichenostomus,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichenostomus,medárik,Lichenostomus cratitius,medárik maskový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichenostomus,medárik,Lichenostomus melanops,medárik škraboškový
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Manorina,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Manorina,medárik,Manorina melanophrys,medárik zvonivý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Manorina,medárik,Manorina melanocephala,medárik krikľavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Manorina,medárik,Manorina flavigula,medárik žltočelý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Manorina,medárik,Manorina melanotis,medárik čiernosluchý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melidectes,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melidectes,medárik,Melidectes torquatus,medárik ozdobný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melidectes,medárik,Melidectes leucostephes,medárik bledozobý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melidectes,medárik,Melidectes ochromelas,medárik lesný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melidectes,medárik,Melidectes belfordi,medárik dlhozobý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melidectes,medárik,Melidectes rufocrissalis,medárik žltobrvý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melidectes,medárik,Melidectes foersteri,medárik pestrohlavý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Cissomela,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Cissomela,medárik,Cissomela pectoralis,medárik obojkový
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Trichodere,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Trichodere,medárik,Trichodere cockerelli,medárik štetinatý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Phylidonyris,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Phylidonyris,medárik,Phylidonyris pyrrhopterus,medárik zlatokrídly
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Phylidonyris,medárik,Phylidonyris niger,medárik bielolíci
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Phylidonyris,medárik,Phylidonyris novaehollandiae,medárik bielooký
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera flavicans,medárik timorský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera notabilis,medárik čiernoprsý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera squamata,medárik šupinatý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera alboauricularis,medárik striebrosluchý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera incana,medárik sivosluchý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera limbata,medárik ambróziový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera indistincta,medárik hnedý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera argentauris,medárik palmový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera deningeri,medárik rododendronový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera monticola,medárik seramský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Lichmera,medárik,Lichmera lombokia,medárik sundský
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Nesoptilotis,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Nesoptilotis,medárik,Nesoptilotis leucotis,medárik bielosluchý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Nesoptilotis,medárik,Nesoptilotis flavicollis,medárik žltohrdlý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Entomyzon,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Entomyzon,medárik,Entomyzon cyanotis,medárik modrolíci
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Entomyzon,medárik,Entomyzon albipennis,medárik bielokrídly
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus chloropsis,medárik bielotylový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus lunatus,medárik eukalyptový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus affinis,medárik kapucňový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus albogularis,medárik bielohrdlý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus validirostris,medárik kôrový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus laetior,medárik zlatochrbtý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus gularis,medárik čiernobradý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melithreptus,medárik,Melithreptus brevirostris,medárik hnedohlavý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Meliarchus,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Meliarchus,medárik,Meliarchus sclateri,medárik hrdzavochvostý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Guadalcanaria,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Guadalcanaria,medárik,Guadalcanaria inexpectata,medárik sivobruchý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Meliphacator,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Meliphacator,medárik,Meliphacator provocator,medárik zlatooký
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gymnomyza,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gymnomyza,medárik,Gymnomyza aubryana,medárik tulu
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gymnomyza,medárik,Gymnomyza brunneirostris,medárik tmavozobý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gymnomyza,medárik,Gymnomyza viridis,medárik zelený
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Gymnomyza,medárik,Gymnomyza samoensis,medárik mao
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Foulehaio,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Foulehaio,medárik,Foulehaio procerior,medárik podlhovastý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Foulehaio,medárik,Foulehaio taviunensis,medárik žltofúzy
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Foulehaio,medárik,Foulehaio carunculatus,medárik fulehau
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Xanthotis,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Xanthotis,medárik,Xanthotis polygrammus,medárik škvrnitý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Xanthotis,medárik,Xanthotis macleayanus,medárik fŕkaný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Xanthotis,medárik,Xanthotis flaviventer,medárik okrovoprsý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Plectorhyncha,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Plectorhyncha,medárik,Plectorhyncha lanceolata,medárik pásikavý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Pycnopygius,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Pycnopygius,medárik,Pycnopygius ixoides,medárik okrový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Pycnopygius,medárik,Pycnopygius cinereus,medárik mramorovaný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Pycnopygius,medárik,Pycnopygius stictocephalus,medárik čiarkavohlavý
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Grantiella,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Grantiella,medárik,Grantiella picta,medárik maľovaný
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon brassi,kvetár bahenný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon inornatus,kvetár kutňový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon kisserensis,kvetár opátsky
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon citreogularis,kvetár mníšsky
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon meyeri,kvetár výbojný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon fuscicapillus,kvetár kokosový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon albitorques,kvetár bielotylový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon eichhorni,kvetár tombarský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon cockerelli,kvetár birarský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon plumigenis,kvetár tanimbarský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon buceroides,kvetár prilbatý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon novaeguineae,kvetár papuánsky
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon yorki,kvetár rohozob
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon argenticeps,kvetár striebrohlavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon corniculatus,kvetár lysý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon diemenensis,kvetár striebrohrdlý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon moluccensis,kvetár čiernolíci
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Philemon,kvetár,Philemon subcorniculatus,kvetár sivokrký
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Sugomel,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Sugomel,medárik,Sugomel niger,medárik smútočný
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melitograis,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Melitograis,medárik,Melitograis gilolensis,medárik pruhovaný
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Vosea,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Vosea,medárik,Vosea whitemanensis,medárik výšinový
genus,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,,
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela rosenbergii,medárik goliernatý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela longirostris,medárik červenokrký
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela eques,medárik džungľový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela rubrobrunnea,medárik hnedo-červený
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela cineracea,medárik popolavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela obscura,medárik tmavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela albigula,medárik sivohnedý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela erythromelas,medárik čiernobruchý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela blasii,medárik myrtový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela simplex,medárik molucký
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela rubrotincta,medárik červenkavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela cruentata,medárik karmínový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela erythrina,medárik kardinálsky
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela kuehni,medárik wetarský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela prawiradilagae,medárik alorský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela nigrita,medárik čierny
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela vulnerata,medárik trojfarebný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela erythrocephala,medárik červenohlavý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela dammermani,medárik sumbský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela irianawidodoae,medárik šarlátovo-čierny
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela adolphinae,medárik horský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela chloroptera,medárik celebeský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela wahe,medárik čiernochvostý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela batjanensis,medárik bacanský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela wakoloensis,medárik čiernokrídly
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela boiei,medárik babarský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela sanguinolenta,medárik šarlátový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela caledonica,medárik novokaledónsky
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela rubratra,medárik mikronézsky
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela chermesina,medárik červenoprsý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela tristrami,medárik sadzový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela cardinalis,medárik červený
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela nigriventris,medárik samojský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela eichhorni,medárik šalamúnsky
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela jugularis,medárik záhradný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela pulchella,medárik čarovný
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela malaitae,medárik červenobruchý
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela pammelaena,medárik ebenový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela sclateri,medárik karkarský
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela lafargei,medárik červenotylový
species,Passeriformes,spevavce,Meliphagidae,medárikovité,,,Myzomela,medárik,Myzomela melanocephala,medárik čiernohlavý
family,Passeriformes,spevavce,Orthonychidae,tŕňochvostovité,,,,,,
genus,Passeriformes,spevavce,Orthonychidae,tŕňochvostovité,,,Orthonyx,tŕňochvost,,
species,Passeriformes,spevavce,Orthonychidae,tŕňochvostovité,,,Orthonyx,tŕňochvost,Orthonyx novaeguineae,tŕňochvost papuánsky
species,Passeriformes,spevavce,Orthonychidae,tŕňochvostovité,,,Orthonyx,tŕňochvost,Orthonyx temminckii,tŕňochvost vývratový
species,Passeriformes,spevavce,Orthonychidae,tŕňochvostovité,,,Orthonyx,tŕňochvost,Orthonyx spaldingii,tŕňochvost čaučila
family,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,,,,
genus,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,Garritornis,krivozob,,
species,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,Garritornis,krivozob,Garritornis isidorei,krivozob hrdzavý
genus,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,Pomatostomus,krivozob,,
species,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,Pomatostomus,krivozob,Pomatostomus temporalis,krivozob sivohlavý
species,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,Pomatostomus,krivozob,Pomatostomus halli,krivozob tmavý
species,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,Pomatostomus,krivozob,Pomatostomus superciliosus,krivozob apoštolský
species,Passeriformes,spevavce,Pomatostomidae,krivozobovité,,,Pomatostomus,krivozob,Pomatostomus ruficeps,krivozob čiapočkatý
family,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,,,,
genus,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Ptilorrhoa,šperkár,,
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Ptilorrhoa,šperkár,Ptilorrhoa leucosticta,šperkár bodkovaný
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Ptilorrhoa,šperkár,Ptilorrhoa castanonota,šperkár hôrny
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Ptilorrhoa,šperkár,Ptilorrhoa caerulescens,šperkár modrý
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Ptilorrhoa,šperkár,Ptilorrhoa geislerorum,šperkár dvojtvarý
genus,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,,
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma ajax,flautista maľovaný
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma punctatum,flautista škvrnitý
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma clarum,flautista hnedochrbtý
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma castanotum,flautista gaštanový
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma castaneothorax,flautista hrdzavoprsý
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma marginatum,flautista čiernopruhý
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma alisteri,flautista čiernoprsý
species,Passeriformes,spevavce,Cinclosomatidae,flautistovité,,,Cinclosoma,flautista,Cinclosoma cinnamomeum,flautista škoricový
family,Passeriformes,spevavce,Campephagidae,húseničiarkovité,,,,,,
subfamily,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,,,,
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus erythropygius,pestrec bielobruchý
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus albifrons,pestrec mjanmarský
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus cinnamomeus,pestrec trpasličí
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus igneus,pestrec rumelkový
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus solaris,pestrec mandarínsky
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus montanus,pestrec tmavohlavý
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus miniatus,pestrec karmínový
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus brevirostris,pestrec krátkozobý
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus lansbergei,pestrec floreský
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus ethologus,pestrec dlhochvostý
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus flammeus,pestrec ohnivý
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus speciosus,pestrec šarlátový
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus tegimae,pestrec ostrovný
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus divaricatus,pestrec sťahovavý
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus roseus,pestrec ružový
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Pericrocotinae,pestrecorodé,Pericrocotus,pestrec,Pericrocotus cantonensis,pestrec lesný
subfamily,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,,,,
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Ceblepyris,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Ceblepyris,húseničiarka,Ceblepyris cinereus,húseničiarka kapucňová
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Ceblepyris,húseničiarka,Ceblepyris cucullatus,húseničiarka komorská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Ceblepyris,húseničiarka,Ceblepyris graueri,húseničiarka pláštiková
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Ceblepyris,húseničiarka,Ceblepyris caesius,húseničiarka sivá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Ceblepyris,húseničiarka,Ceblepyris pectoralis,húseničiarka bieloprsá
genus,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,,
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina caeruleogrisea,húseničiarka hrubozobá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina longicauda,húseničiarka družná
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina temminckii,húseničiarka celebeská
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina maxima,húseničiarka vidlochvostá
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina bicolor,húseničiarka dvojfarebná
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina lineata,húseničiarka žltooká
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina boyeri,húseničiarka hrdzavokrídla
species,Passeriformes,spevavce,Campephagidae,húseničiarkovité,Campephaginae,húseničiarkorodé,Coracina,húseničiarka,Coracina novaehollandiae,húseničiarka čiernolíca
